Comprobante,Fecha,Año,Mes,Mes_nombre,Código producto,Nombre producto,Descripción,Marca,Costo
CC-3-76,2025-02-28,2025,2,Feb,P27181-36,PANEL LED RD 6500K 24W DL MV SP SYLVANIA,PANEL LED RD 6500K 24W DL MV SP SYLVANIA,SYLVANIA,572749.63
CC-3-76,2025-02-28,2025,2,Feb,P27181-36,PANEL LED RD 6500K 24W DL MV SP SYLVANIA,PANEL LED RD 6500K 24W DL MV SP SYLVANIA,SYLVANIA,0.0
CC-3-76,2025-02-28,2025,2,Feb,P23208-36,LAMPARA LED SPOT 3000K 5W WW MV SYLVANIA,LAMPARA LED SPOT 3000K 5W WW MV SYLVANIA,SYLVANIA,20994.0
CC-3-76,2025-02-28,2025,2,Feb,P29352-36,SENSOR 360D SOBREPONER MINI SYLVANIA,SENSOR 360D SOBREPONER MINI SYLVANIA,SYLVANIA,25227.36
CC-3-76,2025-02-28,2025,2,Feb,P29353-36,SENSOR 360D SOBREPONER SYLVANIA,SENSOR 360D SOBREPONER SYLVANIA,SYLVANIA,82680.98
CC-3-76,2025-02-28,2025,2,Feb,P29362-1,BOMBILLA TOLEDO 6500K 9W DL 6H 120V ST CJ SYLVANIA,BOMBILLA TOLEDO 6500K 9W DL 6H 120V ST CJ SYLVANIA,SYLVANIA,18157.28
CC-3-76,2025-02-28,2025,2,Feb,P23176-1,BOMBILLA TOLEDO 6500K 12W DL 6H 120V ST CJ TE SYLVANIA,BOMBILLA TOLEDO 6500K 12W DL 6H 120V ST CJ TE SYLVANIA,SYLVANIA,46756.67
CC-3-76,2025-02-28,2025,2,Feb,P27633-19,BOMBILLA TOLEDO 3000K 15W WW 15H SYL CJ SYLVANIA,BOMBILLA TOLEDO 3000K 15W WW 15H SYL CJ SYLVANIA,SYLVANIA,6798.0
CC-3-76,2025-02-28,2025,2,Feb,P29442-19,BOMBILLA TOLEDO 6500K 10W DL 20HR CJ SENSOR SYLVANIA,BOMBILLA TOLEDO 6500K 10W DL 20HR CJ SENSOR SYLVANIA,SYLVANIA,38674.27
CC-3-76,2025-02-28,2025,2,Feb,P24890-19,BOMBILLA TOLEDO HW 6500K 20W DL MV  SYLVANIA,BOMBILLA TOLEDO HW 6500K 20W DL MV  SYLVANIA,SYLVANIA,14397.0
CC-3-76,2025-02-28,2025,2,Feb,P24892-19,BOMBILLA TOLEDO HW 6500K 30W DL MV  SYLVANIA,BOMBILLA TOLEDO HW 6500K 30W DL MV  SYLVANIA,SYLVANIA,14604.61
CC-3-76,2025-02-28,2025,2,Feb,P24893-19,BOMBILLA TOLEDO HW 6500K 40W DL MV  SYLVANIA,BOMBILLA TOLEDO HW 6500K 40W DL MV  SYLVANIA,SYLVANIA,43196.0
CC-3-76,2025-02-28,2025,2,Feb,P27666-19,BOMBILLA REFLED ES50 6500K 5W DL GU10 MV CJ  SYLVANIA,BOMBILLA REFLED ES50 6500K 5W DL GU10 MV CJ  SYLVANIA,SYLVANIA,8097.0
CC-3-76,2025-02-28,2025,2,Feb,P27669-19,BOMBILLA REFLED ES50 3000K 7W WW GU10DIM 120V  SYLVANIA,BOMBILLA REFLED ES50 3000K 7W WW GU10DIM 120V  SYLVANIA,SYLVANIA,190147.52
CC-3-76,2025-02-28,2025,2,Feb,P24994-3,TUBO LED 6500K 9W T8 DL 100-240 VID  SYLVANIA,TUBO LED 6500K 9W T8 DL 100-240 VID  SYLVANIA,SYLVANIA,281880.0
CC-3-76,2025-02-28,2025,2,Feb,P27900-3,TUBO LED 6500K 18W T8 DL 100-240 VID  SYLVANIA,TUBO LED 6500K 18W T8 DL 100-240 VID  SYLVANIA,SYLVANIA,2721243.0
CC-3-76,2025-02-28,2025,2,Feb,P25125-3,TUBO LED 6500K 18WT8 DL 100-277 PC  SYLVANIA,TUBO LED 6500K 18WT8 DL 100-277 PC  SYLVANIA,SYLVANIA,0.0
CC-3-76,2025-02-28,2025,2,Feb,P27930-41,PANEL LED SQ 4000K 40W NW 100-277V SYLVANIA,PANEL LED SQ 4000K 40W NW 100-277V SYLVANIA,SYLVANIA,2230687.59
CC-3-76,2025-02-28,2025,2,Feb,P27930-41,PANEL LED SQ 4000K 40W NW 100-277V SYLVANIA,PANEL LED SQ 4000K 40W NW 100-277V SYLVANIA,SYLVANIA,0.0
CC-3-76,2025-02-28,2025,2,Feb,P26848-36,LAMPARA LED EMERG APLIQUE 6000K 4W SYLVANIA,LAMPARA LED EMERG APLIQUE 6000K 4W SYLVANIA,SYLVANIA,227359.44
CC-3-76,2025-02-28,2025,2,Feb,70100,TUBO METALICO (EMT) 1/2 MAXWELL,TUBO METALICO (EMT) 1/2 MAXWELL,MAXWELL,350656.8
CC-3-76,2025-02-28,2025,2,Feb,70100S,TUBO METALICO (EMT) LINEAL 1/2 MAXWELL,TUBO METALICO (EMT) LINEAL 1/2 MAXWELL,MAXWELL,282353.0
CC-3-76,2025-02-28,2025,2,Feb,70101,TUBO METALICO (EMT) 3/4 MAXWELL,TUBO METALICO (EMT) 3/4 MAXWELL,MAXWELL,988945.75
CC-3-76,2025-02-28,2025,2,Feb,70101S,TUBO METALICO (EMT) LINEAL 3/4 MAXWELL,TUBO METALICO (EMT) LINEAL 3/4 MAXWELL,MAXWELL,92829.26
CC-3-76,2025-02-28,2025,2,Feb,70102,"TUBO METALICO (EMT) 1"" MAXWELL",TUBO METALICO (EMT) 1 MAXWELL,MAXWELL,1687095.53
CC-3-76,2025-02-28,2025,2,Feb,70103,"TUBO METALICO (EMT) 1"" 1/4 MAXWELL",TUBO METALICO (EMT) 1 1/4 MAXWELL,MAXWELL,204431.58
CC-3-76,2025-02-28,2025,2,Feb,70104,"TUBO METALICO (EMT) 1"" 1/2 MAXWELL",TUBO METALICO (EMT) 1 1/2 MAXWELL,MAXWELL,385579.17
CC-3-76,2025-02-28,2025,2,Feb,70105,"TUBO METALICO (EMT) 2"" MAXWELL",TUBO METALICO (EMT) 2 MAXWELL,MAXWELL,71497.91
CC-3-76,2025-02-28,2025,2,Feb,70109,TUBO GALVANIZADO (IMC) 3/4 CERTIFICADO MAXWELL,TUBO GALVANIZADO (IMC) 3/4 CERTIFICADO MAXWELL,MAXWELL,237477.04
CC-3-76,2025-02-28,2025,2,Feb,70110,"TUBO GALVANIZADO (IMC) 1"" CERTIFICADO MAXWELL",TUBO GALVANIZADO (IMC) 1 CERTIFICADO MAXWELL,MAXWELL,369653.73
CC-3-76,2025-02-28,2025,2,Feb,70112,"TUBO GALVANIZADO (IMC)  1"" 1/2 CERTIFICADO MAXWELL",TUBO GALVANIZADO (IMC)  1 1/2 CERTIFICADO MAXWELL,MAXWELL,109338.62
CC-3-76,2025-02-28,2025,2,Feb,70113,"TUBO GALVANIZADO (IMC) 2"" CERTIFICADO MAXWELL",TUBO GALVANIZADO (IMC) 2 CERTIFICADO MAXWELL,MAXWELL,192984.88
CC-3-76,2025-02-28,2025,2,Feb,70117,CURVA GALVANIZADA (IMC) 1/2 MAXWELL,CURVA GALVANIZADA (IMC) 1/2 MAXWELL,MAXWELL,3758.65
CC-3-76,2025-02-28,2025,2,Feb,70121,"CURVA GALVANIZADA (IMC) 1"" 1/2 MAXWELL",CURVA GALVANIZADA (IMC) 1 1/2 MAXWELL,MAXWELL,11687.5
CC-3-76,2025-02-28,2025,2,Feb,70126,CURVA METALICA (EMT) 1/2 MAXWELL,CURVA METALICA (EMT) 1/2 MAXWELL,MAXWELL,57228.47
CC-3-76,2025-02-28,2025,2,Feb,70127,CURVA METALICA (EMT) 3/4 MAXWELL,CURVA METALICA (EMT) 3/4 MAXWELL,MAXWELL,97818.92
CC-3-76,2025-02-28,2025,2,Feb,70128,"CURVA METALICA (EMT) 1"" MAXWELL",CURVA METALICA (EMT) 1 MAXWELL,MAXWELL,19662.32
CC-3-76,2025-02-28,2025,2,Feb,70130,"CURVA METALICA (EMT) 1"" 1/2 MAXWELL",CURVA METALICA (EMT) 1 1/2 MAXWELL,MAXWELL,57432.34
CC-3-76,2025-02-28,2025,2,Feb,70136,"UNION GALVANIZADA  (IMC) 1"" MAXWELL",UNION GALVANIZADA  (IMC) 1 MAXWELL,MAXWELL,24001.76
CC-3-76,2025-02-28,2025,2,Feb,70138,"UNION GALVANIZADA  (IMC) 1"" 1/2 MAXWELL",UNION GALVANIZADA  (IMC) 1 1/2 MAXWELL,MAXWELL,25936.0
CC-3-76,2025-02-28,2025,2,Feb,70143,TERMINAL METALICA (EMT) 1/2 ACERO MAXWELL,TERMINAL METALICA (EMT) 1/2 ACERO MAXWELL,MAXWELL,111078.01
CC-3-76,2025-02-28,2025,2,Feb,70144,TERMINAL METALICA (EMT) 3/4 ACERO MAXWELL,TERMINAL METALICA (EMT) 3/4 ACERO MAXWELL,MAXWELL,81667.95
CC-3-76,2025-02-28,2025,2,Feb,70145,"TERMINAL METALICA  (EMT) 1"" ACERO MAXWELL",TERMINAL METALICA  (EMT) 1 ACERO MAXWELL,MAXWELL,28972.88
CC-3-76,2025-02-28,2025,2,Feb,70147,"TERMINAL METALICA (EMT) 1"" 1/2 ACERO MAXWELL",TERMINAL METALICA (EMT) 1 1/2 ACERO MAXWELL,MAXWELL,69881.78
CC-3-76,2025-02-28,2025,2,Feb,70148,"TERMINAL METALICA (EMT) 2"" ACERO MAXWELL",TERMINAL METALICA (EMT) 2 ACERO MAXWELL,MAXWELL,0.0
CC-3-76,2025-02-28,2025,2,Feb,70151,UNION METALICA  (EMT) 1/2 ACERO MAXWELL,UNION METALICA  (EMT) 1/2 ACERO MAXWELL,MAXWELL,74997.5
CC-3-76,2025-02-28,2025,2,Feb,70152,UNION METALICA (EMT) 3/4 ACERO MAXWELL,UNION METALICA (EMT) 3/4 ACERO MAXWELL,MAXWELL,143827.08
CC-3-76,2025-02-28,2025,2,Feb,70153,"UNION METALICA (EMT) 1"" ACERO MAXWELL",UNION METALICA (EMT) 1 ACERO MAXWELL,MAXWELL,97096.65
CC-3-76,2025-02-28,2025,2,Feb,70154,"UNION METALICA (EMT) 1"" 1/4 ACERO MAXWELL",UNION METALICA (EMT) 1 1/4 ACERO MAXWELL,MAXWELL,163388.86
CC-3-76,2025-02-28,2025,2,Feb,70155,"UNION METALICA (EMT) 1"" 1/2 ACERO MAXWELL",UNION METALICA (EMT) 1 1/2 ACERO MAXWELL,MAXWELL,42665.77
CC-3-76,2025-02-28,2025,2,Feb,70159,CONECTOR RECTO 1/2 ACERO MAXWELL,CONECTOR RECTO 1/2 ACERO MAXWELL,MAXWELL,1608.16
CC-3-76,2025-02-28,2025,2,Feb,70160,CONECTOR RECTO 3/4 ACERO MAXWELL,CONECTOR RECTO 3/4 ACERO MAXWELL,MAXWELL,8954.64
CC-3-76,2025-02-28,2025,2,Feb,70161,"CONECTOR RECTO 1"" ACERO MAXWELL",CONECTOR RECTO 1 ACERO MAXWELL,MAXWELL,13564.43
CC-3-76,2025-02-28,2025,2,Feb,70167,CONECTOR CURVO 1/2 ACERO MAXWELL,CONECTOR CURVO 1/2 ACERO MAXWELL,MAXWELL,2204.2
CC-3-76,2025-02-28,2025,2,Feb,70168,CONECTOR CURVO 3/4 ACERO MAXWELL,CONECTOR CURVO 3/4 ACERO MAXWELL,MAXWELL,9960.38
CC-3-76,2025-02-28,2025,2,Feb,70171,"CONECTOR CURVO 1"" 1/2 ACERO MAXWELL",CONECTOR CURVO 1 1/2 ACERO MAXWELL,MAXWELL,47287.4
CC-3-76,2025-02-28,2025,2,Feb,70180,"CAPACETE GALVANIZADO (IMC) 2"" MAXWELL",CAPACETE GALVANIZADO (IMC) 2 MAXWELL,MAXWELL,12450.42
CC-3-76,2025-02-28,2025,2,Feb,70185,TAPA CIEGA METALICA 5800 MAXWELL,TAPA CIEGA METALICA 5800 MAXWELL,MAXWELL,11815.78
CC-3-76,2025-02-28,2025,2,Feb,70185,TAPA CIEGA METALICA 5800 MAXWELL,TAPA CIEGA METALICA 5800 MAXWELL,MAXWELL,0.0
CC-3-76,2025-02-28,2025,2,Feb,70186,TAPA CIEGA METALICA 2400 MAXWELL,TAPA CIEGA METALICA 2400 MAXWELL,MAXWELL,13761.64
CC-3-76,2025-02-28,2025,2,Feb,70186,TAPA CIEGA METALICA 2400 MAXWELL,TAPA CIEGA METALICA 2400 MAXWELL,MAXWELL,0.0
CC-3-76,2025-02-28,2025,2,Feb,70187,TAPA CIEGA METALICA OCTAGONAL MAXWELL,TAPA CIEGA METALICA OCTAGONAL MAXWELL,MAXWELL,29007.8
CC-3-76,2025-02-28,2025,2,Feb,70189,CAJA DE INTEMPERIE  5800 3 SALIDAS 1/2 MAXWELL,CAJA DE INTEMPERIE  5800 3 SALIDAS 1/2 MAXWELL,MAXWELL,182489.4
CC-3-76,2025-02-28,2025,2,Feb,70190,CAJA DE INTEMPERIE 5800 3 SALIDAS 3/4 MAXWELL,CAJA DE INTEMPERIE 5800 3 SALIDAS 3/4 MAXWELL,MAXWELL,292143.45
CC-3-76,2025-02-28,2025,2,Feb,70192,CAJA DE INTEMPERIE 5800 5 SALIDAS 1/2 MAXWELL,CAJA DE INTEMPERIE 5800 5 SALIDAS 1/2 MAXWELL,MAXWELL,95535.16
CC-3-76,2025-02-28,2025,2,Feb,70193,CAJA DE INTEMPERIE 5800 5 SALIDAS 3/4 MAXWELL,CAJA DE INTEMPERIE 5800 5 SALIDAS 3/4 MAXWELL,MAXWELL,43445.25
CC-3-76,2025-02-28,2025,2,Feb,70195,CAJA DE INTEMPERIE 2400 5 SALIDAS 1/2 MAXWELL,CAJA DE INTEMPERIE 2400 5 SALIDAS 1/2 MAXWELL,MAXWELL,10699.44
CC-3-76,2025-02-28,2025,2,Feb,70196,CAJA DE INTEMPERIE 2400 5 SALIDAS 3/4 MAXWELL,CAJA DE INTEMPERIE 2400 5 SALIDAS 3/4 MAXWELL,MAXWELL,108424.61
CC-3-76,2025-02-28,2025,2,Feb,70197,"CAJA DE INTEMPERIE 2400 5 SALIDAS 1"" MAXWELL",CAJA DE INTEMPERIE 2400 5 SALIDAS 1 MAXWELL,MAXWELL,179035.89
CC-3-76,2025-02-28,2025,2,Feb,70198,CAJA DE INTERPERIE OCTAGONAL 1/2 MAXWELL,CAJA DE INTERPERIE OCTAGONAL 1/2 MAXWELL,MAXWELL,7249.42
CC-3-76,2025-02-28,2025,2,Feb,70200,TAPA CIEGA INTEMPERIE 5800 MAXWELL,TAPA CIEGA INTEMPERIE 5800 MAXWELL,MAXWELL,258021.93
CC-3-76,2025-02-28,2025,2,Feb,70201,TAPA CIEGA INTEMPERIE 2400 MAXWELL,TAPA CIEGA INTEMPERIE 2400 MAXWELL,MAXWELL,39142.8
CC-3-76,2025-02-28,2025,2,Feb,70214,GRAPA DOBLE 1/2 MAXWELL,GRAPA DOBLE 1/2 MAXWELL,MAXWELL,10245.62
CC-3-76,2025-02-28,2025,2,Feb,70215,GRAPA DOBLE 3/4 MAXWELL,GRAPA DOBLE 3/4 MAXWELL,MAXWELL,15669.2
CC-3-76,2025-02-28,2025,2,Feb,70216,"GRAPA DOBLE  1"" MAXWELL",GRAPA DOBLE  1 MAXWELL,MAXWELL,9950.32
CC-3-76,2025-02-28,2025,2,Feb,70222,CORAZA FLEXIBLE GRIS  3/4 MAXWELL,CORAZA FLEXIBLE GRIS  3/4 MAXWELL,MAXWELL,41872.02
CC-3-76,2025-02-28,2025,2,Feb,70225,"CORAZA FLEXIBLE GRIS  1"" 1/2 MAXWELL",CORAZA FLEXIBLE GRIS  1 1/2 MAXWELL,MAXWELL,664136.39
CC-3-76,2025-02-28,2025,2,Feb,70227,JUEGO DE BOQUILLA IMC 3/4 MAXWELL,JUEGO DE BOQUILLA IMC 3/4 MAXWELL,MAXWELL,4652.97
CC-3-76,2025-02-28,2025,2,Feb,70228,"JUEGO DE BOQUILLA IMC 1""MAXWELL",JUEGO DE BOQUILLA IMC 1MAXWELL,1MAXWELL,3915.96
CC-3-76,2025-02-28,2025,2,Feb,70230,"JUEGO DE BOQUILLA IMC 1"" 1/2 MAXWELL",JUEGO DE BOQUILLA IMC 1 1/2 MAXWELL,MAXWELL,3880.68
CC-3-76,2025-02-28,2025,2,Feb,70231,"JUEGO DE BOQUILLA IMC 2"" MAXWELL",JUEGO DE BOQUILLA IMC 2 MAXWELL,MAXWELL,19135.27
CC-3-76,2025-02-28,2025,2,Feb,70232,"JUEGO DE BOQUILLA IMC 3"" MAXWELL",JUEGO DE BOQUILLA IMC 3 MAXWELL,MAXWELL,6758.82
CC-3-76,2025-02-28,2025,2,Feb,90118,FACE PLATE SENCILLO ANCLA,FACE PLATE SENCILLO ANCLA,ANCLA,33411.8
CC-3-76,2025-02-28,2025,2,Feb,90110A,PATCH CORD CAT 6 2 MT AZUL ANCLA,PATCH CORD CAT 6 2 MT AZUL ANCLA,ANCLA,110319.3
CC-3-76,2025-02-28,2025,2,Feb,90110R,PATCH CORD CAT 6 2MT ROJO ANCLA,PATCH CORD CAT 6 2MT ROJO ANCLA,ANCLA,11032.06
CC-3-76,2025-02-28,2025,2,Feb,80166,VARILLA ROSCADA 3/8 MAXWELL,VARILLA ROSCADA 3/8 MAXWELL,MAXWELL,16757.62
CC-3-76,2025-02-28,2025,2,Feb,80178-PS,"PLACA SALIDA TUBO (1/2 - 3/4 - 1"") MAXWELL",PLACA SALIDA TUBO (1/2 - 3/4 - 1),1),144706.0
CC-3-76,2025-02-28,2025,2,Feb,80173,"GRAPA HANGER 1"" 1/2 MAXWELL",GRAPA HANGER 1 1/2 MAXWELL,MAXWELL,6579.8
CC-3-76,2025-02-28,2025,2,Feb,80174,"GRAPA HANGER 2"" MAXWELL",GRAPA HANGER 2 MAXWELL,MAXWELL,11609.25
CC-3-76,2025-02-28,2025,2,Feb,80157,GRAPA RIEL 3/4 MAXWELL,GRAPA RIEL 3/4 MAXWELL,MAXWELL,3481.15
CC-3-76,2025-02-28,2025,2,Feb,80158,"GRAPA RIEL 1"" MAXWELL",GRAPA RIEL 1 MAXWELL,MAXWELL,64538.4
CC-3-76,2025-02-28,2025,2,Feb,80160,"GRAPA RIEL 1"" 1/2 MAXWELL",GRAPA RIEL 1 1/2 MAXWELL,MAXWELL,36207.51
CC-3-76,2025-02-28,2025,2,Feb,80164,JUEGO KIT CLEMA MAXWELL,JUEGO KIT CLEMA MAXWELL,MAXWELL,90406.57
CC-3-76,2025-02-28,2025,2,Feb,80149,RIEL CHANEL 4X2 RANURADO 3 METROS MAXWELL,RIEL CHANEL 4X2 RANURADO 3 METROS MAXWELL,MAXWELL,99236.88
CC-3-76,2025-02-28,2025,2,Feb,70181,CAJA METALICA 5800 MAXWELL,CAJA METALICA 5800 MAXWELL,MAXWELL,175080.4
CC-3-76,2025-02-28,2025,2,Feb,70181,CAJA METALICA 5800 MAXWELL,CAJA METALICA 5800 MAXWELL,MAXWELL,0.0
CC-3-76,2025-02-28,2025,2,Feb,70182,CAJA METALICA 2400 MAXWELL,CAJA METALICA 2400 MAXWELL,MAXWELL,108875.08
CC-3-76,2025-02-28,2025,2,Feb,70182,CAJA METALICA 2400 MAXWELL,CAJA METALICA 2400 MAXWELL,MAXWELL,0.0
CC-3-76,2025-02-28,2025,2,Feb,70184,CAJA METALICA OCTAGONAL MAXWELL,CAJA METALICA OCTAGONAL MAXWELL,MAXWELL,32825.71
CC-3-76,2025-02-28,2025,2,Feb,70184,CAJA METALICA OCTAGONAL MAXWELL,CAJA METALICA OCTAGONAL MAXWELL,MAXWELL,0.0
CC-3-76,2025-02-28,2025,2,Feb,60103,SOCKET GU10 CEB,SOCKET GU10 CEB,CEB,5588.22
CC-3-76,2025-02-28,2025,2,Feb,60104,JUEGO DE GUAYA CEB,JUEGO DE GUAYA CEB,CEB,31829.4
CC-3-76,2025-02-28,2025,2,Feb,TE2MG-BIMETALICO,TABLERO 02 CTOS 1F 75 AMP GAL BIM TERCOL,TABLERO 02 CTOS 1F 75 AMP GAL BIM TERCOL,TERCOL,30940.0
CC-3-76,2025-02-28,2025,2,Feb,TE8MG-BIMETALICO,TABLERO 08 CTOS 1F 75 AMP GAL BIM TERCOL,TABLERO 08 CTOS 1F 75 AMP GAL BIM TERCOL,TERCOL,103083.75
CC-3-76,2025-02-28,2025,2,Feb,TE8MG-BIMETALICO,TABLERO 08 CTOS 1F 75 AMP GAL BIM TERCOL,TABLERO 08 CTOS 1F 75 AMP GAL BIM TERCOL,TERCOL,0.0
CC-3-76,2025-02-28,2025,2,Feb,NORM-A10-DES,ALAMBRE TW 10AWG DESNUDO NORMA X MT,ALAMBRE TW 10AWG DESNUDO NORMA X MT,MT,45054.15
CC-3-76,2025-02-28,2025,2,Feb,NORM-A12-DES,ALAMBRE TW 12AWG DESNUDO NORMA X MT,ALAMBRE TW 12AWG DESNUDO NORMA X MT,MT,15091.1
CC-3-76,2025-02-28,2025,2,Feb,NORM-C19H-1/0-DES,CABLE 19 HILOS 1/0 DESNUDO NORMA X MT,CABLE 19 HILOS 1/0 DESNUDO NORMA X MT,MT,2431872.66
CC-3-76,2025-02-28,2025,2,Feb,NORM-C7H-2-DES,CABLE 7 HILOS No2 DESNUDO NORMA X MT,CABLE 7 HILOS No2 DESNUDO NORMA X MT,MT,1723698.0
CC-3-76,2025-02-28,2025,2,Feb,70223/1,"CORAZA FLEXIBLE GRIS 1"" MAXWELL",CORAZA FLEXIBLE GRIS 1 MAXWELL,MAXWELL,64198.58
CC-3-76,2025-02-28,2025,2,Feb,10100C,BOMBILLO LED GU10 5W 3500K CEB,BOMBILLO LED GU10 5W 3500K CEB,CEB,18350.95
CC-3-76,2025-02-28,2025,2,Feb,DSE-1015,TACO ENCHUFABLE 1X15A LUMINEX,TACO ENCHUFABLE 1X15A LUMINEX,LUMINEX,49920.0
CC-3-76,2025-02-28,2025,2,Feb,DSE-1020,"TACO ENCHUFABLE 1X20A M, GENERICA","TACO ENCHUFABLE 1X20A M, GENERICA",GENERICA,461843.28
CC-3-76,2025-02-28,2025,2,Feb,DSE-1030,TACO ENCHUFABLE 1X30A M GENERICA,TACO ENCHUFABLE 1X30A M GENERICA,GENERICA,52602.52
CC-3-76,2025-02-28,2025,2,Feb,DSE-1040,TACO ENCHUFABLE 1X40A LUMINEX,TACO ENCHUFABLE 1X40A LUMINEX,LUMINEX,49816.84
CC-3-76,2025-02-28,2025,2,Feb,DSE-1050,TACO ENCHUFABLE 1X50A LUMINEX,TACO ENCHUFABLE 1X50A LUMINEX,LUMINEX,38616.77
CC-3-76,2025-02-28,2025,2,Feb,DSE-1060,TACO ENCHUFABLE 1X60A LUMINEX,TACO ENCHUFABLE 1X60A LUMINEX,LUMINEX,27668.0
CC-3-76,2025-02-28,2025,2,Feb,DSE-2020,TACO ENCHUFABLE 2X20A LUMINEX,TACO ENCHUFABLE 2X20A LUMINEX,LUMINEX,58989.69
CC-3-76,2025-02-28,2025,2,Feb,DSE-2030,TACO ENCHUFABLE 2X30A LUMINEX,TACO ENCHUFABLE 2X30A LUMINEX,LUMINEX,28635.87
CC-3-76,2025-02-28,2025,2,Feb,DSE-3020,TACO ENCHUFABLE 3X20A LUMINEX,TACO ENCHUFABLE 3X20A LUMINEX,LUMINEX,37440.0
CC-3-76,2025-02-28,2025,2,Feb,DSE-3030,TACO ENCHUFABLE 3X30A LUMINEX,TACO ENCHUFABLE 3X30A LUMINEX,LUMINEX,57000.0
CC-3-76,2025-02-28,2025,2,Feb,DSE-3050,TACO ENCHUFABLE 3X50A LUMINEX,TACO ENCHUFABLE 3X50A LUMINEX,LUMINEX,193080.0
CC-3-76,2025-02-28,2025,2,Feb,SV001,CURVA PVC 1/2 PLEXIN,CURVA PVC 1/2 PLEXIN,PLEXIN,15160.0
CC-3-76,2025-02-28,2025,2,Feb,SV004,"CURVA PVC 2"" PLEXIN",CURVA PVC 2 PLEXIN,PLEXIN,27424.0
CC-3-76,2025-02-28,2025,2,Feb,NX10024719,C. 14AWG CU VERDE THHN/THWN-2 600V X MT,C. 14AWG CU VERDE THHN/THWN-2 600V  X MT CENTELSA,CENTELSA,112036.21
CC-3-76,2025-02-28,2025,2,Feb,NX10024728,C. 12AWG CU AZUL THHN/THWN-2 600V X MT,C. 12AWG CU AZUL THHN/THWN-2 600V X MT CENTELSA,CENTELSA,14458.39
CC-3-76,2025-02-28,2025,2,Feb,80007098,A. 12AWG CU AZUL THHN-2 600V X MT M. GEN,A. 12AWG CU AZUL THHN-2 600V X MT CENTELSA,CENTELSA,47495.14
CC-3-76,2025-02-28,2025,2,Feb,80007097,A. 12AWG CU BLANCO THHN-2 600V X MT M. GEN,A. 12AWG CU BLANCO THHN-2 600V X MT CENTELSA,CENTELSA,240884.35
CC-3-76,2025-02-28,2025,2,Feb,80007161,A. 14AWG CU VERDE THHN-2 600V X MT M. GEN,A. 14AWG CU VERDE THHN-2 600V X MT CENTELSA,CENTELSA,46890.58
CC-3-76,2025-02-28,2025,2,Feb,NX10024752,C. 8AWG CU BLANCO THHN-2 600V X MT M. GEN,C. 8AWG CU BLANCO THHN-2 600V X MT CENTELSA,CENTELSA,146554.62
CC-3-76,2025-02-28,2025,2,Feb,NX10024753,C. 8AWG CU AZUL THHN-2 600V X MT M. GEN,C. 8AWG CU AZUL THHN-2 600V X MT CENTELSA,CENTELSA,121969.54
CC-3-76,2025-02-28,2025,2,Feb,NX10024751,C. 8AWG CU NEGRO THHN-2 600V X MT M. GEN,C. 8AWG CU NEGRO THHN-2 600V X MT CENTELSA,CENTELSA,322195.85
CC-3-76,2025-02-28,2025,2,Feb,NX10024754,C. 8AWG CU ROJO THHN-2 600V X MT M. GEN,C. 8AWG CU ROJO THHN-2 600V X MT CENTELSA,CENTELSA,378928.18
CC-3-76,2025-02-28,2025,2,Feb,NX10024757,C. 8AWG CU VERDE THHN-2 600V X MT M. GEN,C. 8AWG CU VERDE THHN-2 600V X MT CENTELSA,CENTELSA,41213.44
CC-3-76,2025-02-28,2025,2,Feb,NX10011763,C. 12AWG CU NEGRO THHN-2 600V ROLLO X 100,C. 12AWG CU NEGRO THHN-2 600V ROLLO X 100 CENTELSA,CENTELSA,178268.5
CC-3-76,2025-02-28,2025,2,Feb,NX10024731,C. 12AWG CU VERDE THHN-2 600V X MT,C. 12AWG CU VERDE THHN-2 600V X MT CENTELSA,CENTELSA,630664.7
CC-3-76,2025-02-28,2025,2,Feb,NX10024731,C. 12AWG CU VERDE THHN-2 600V X MT,C. 12AWG CU VERDE THHN-2 600V X MT CENTELSA,CENTELSA,0.0
CC-3-76,2025-02-28,2025,2,Feb,NX10024732,C. 12AWG CU NEGRO THHN-2 600V X MT,C. 12AWG CU NEGRO THHN-2 600V X MT CENTELSA,CENTELSA,1003605.0
CC-3-76,2025-02-28,2025,2,Feb,NX10024732,C. 12AWG CU NEGRO THHN-2 600V X MT,C. 12AWG CU NEGRO THHN-2 600V X MT CENTELSA,CENTELSA,0.0
CC-3-76,2025-02-28,2025,2,Feb,NX10024729,C. 12AWG CU ROJO THHN-2 600V X MT,C. 12AWG CU ROJO THHN-2 600V X MT CENTELSA,CENTELSA,427697.74
CC-3-76,2025-02-28,2025,2,Feb,NX10024727,C. 12AWG CU BLANCO THHN-2 600V X MT,C. 12AWG CU BLANCO THHN-2 600V X MT CENTELSA,CENTELSA,1079390.85
CC-3-76,2025-02-28,2025,2,Feb,NX10024727,C. 12AWG CU BLANCO THHN-2 600V X MT,C. 12AWG CU BLANCO THHN-2 600V X MT CENTELSA,CENTELSA,0.0
CC-3-76,2025-02-28,2025,2,Feb,NX10033935,C. TRENZADO 3X12AWG CU RO/BL/VD THHN-2 X MT M. GEN,C. TRENZADO 3X12AWG CU RO/BL/VD THHN-2 X MT CENTELSA,CENTELSA,1662995.81
