Tipo,Código producto,Nombre producto,Referencia fábrica,Categoría,Estado,Impuesto cargo,Descripción larga,Es incluido,Inventariable,Saldo cantidades,Visible en facturas de venta,Stock mínimo,Precio de venta 1,Precio de venta 2
Producto,80178-PS,"PLACA SALIDA TUBO (1/2 - 3/4 - 1"") MAXWELL",,Productos,Activo,IVA 19%,,Si,Si,448.0,SI,0.0,,
Producto,80179,BANDEJA MALLA 50X300X3000 MAXWELL,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,80180,BANDEJA MALLA 50X400X3000 MAXWELL,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,80190,TABLERO PLASTICO DE INCRUSTAR 6 CTOS MAXWELL,,Productos,Activo,IVA 19%,,NO,Si,0.0,SI,0.0,,
Producto,80191,TABLERO PLASTICO DE INCRUSTAR 8 CTOS MAXWELL,,Productos,Activo,IVA 19%,,NO,Si,2.0,SI,0.0,,
Producto,80192,TABLERO PLASTICO DE INCRUSTAR 12 CTOS MAXWELL,,Productos,Activo,IVA 19%,,NO,Si,3.0,SI,0.0,,
Producto,80193,TABLERO PLASTICO DE SOBREPONER 2 CTOS MAXWELL,,Productos,Activo,IVA 19%,,NO,Si,2.0,SI,0.0,,
Producto,80194,TABLERO PLASTICO DE SOBREPONER 4 CTOS MAXWELL,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,80195,TABLERO PLASTICO DE SOBREPONER 6 CTOS MAXWELL,,Productos,Activo,IVA 19%,,NO,Si,0.0,SI,0.0,,
Producto,80196,TABLERO PLASTICO DE SOBREPONER 8 CTOS MAXWELL,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,80197,TABLERO PLASTICO DE SOBREPONER 12 CTOS MAXWELL,,Productos,Activo,IVA 19%,,Si,Si,2.0,SI,0.0,,
Producto,80198,PEINE DE CONEXION EN COBRE X 1MT MONOFASICO MAXWELL,,Productos,Activo,IVA 19%,,NO,Si,3.0,SI,0.0,,
Producto,80199,PEINE DE CONEXION EN COBRE X 1MT BIFASICO MAXWELL,,Productos,Activo,IVA 19%,,NO,Si,2.0,SI,0.0,,
Producto,80-2093,MULTITOMA PARA RACK 4 TOMAS,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,8045-EM,AMARRE PLASTICO 20CM BLANCO EM,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,807020,CAJA 2400 PVC RETIE EJG,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,840003000033,BASE METALICA PARA PUNTA CAPTADORA EN ALUMINIO DE 5/8 PLANA M GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,84020-40,TAPA EN ACERO PARA TOMA SEGURIDAD 20-30A CAJ,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,84310,PINTURA ANTICORROSIVA GALON GRIS M GENE,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,84489,CINTAFLANCHE 15 CM X 5 M M.GENE,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,88510603,BROCA HSS INCOLMA LAMINA 3/32 GATO M.GENERICA,,Productos,Activo,IVA 19%,,Si,Si,10.0,SI,0.0,,
Producto,88510617, BROCA HSS INCOLMA LAMINA 5/16 M.GENERICA,,Productos,Activo,IVA 19%,,Si,Si,4.0,SI,0.0,,
Producto,88510629,BROCA HSS INCOLMA LAMINA 1/2M GATO  M. GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,90100,CABLE UTP EXTERIOR ALEACION CAT 6 ANCLA,,Productos,Activo,IVA 19%,,Si,Si,9.0,SI,0.0,,
Producto,90101,CABLE UTP EXTERIOR COBRE CAT 5E ANCLA,,Productos,Activo,IVA 19%,,Si,Si,10.0,SI,0.0,,
Producto,90102,CABLE UTP EXTERIOR COBRE CAT 6 ANCLA,,Productos,Activo,IVA 19%,,Si,Si,6.0,SI,0.0,,
Producto,90102-MT,CABLE UTP EXTERIOR COBRE CAT 6 ANCLA MTS,,Productos,Activo,IVA 19%,,Si,Si,265.0,SI,0.0,,
Producto,90103,CABLE UTP INTERIOR ALEACION CAT 5E ANCLA,,Productos,Activo,IVA 19%,,Si,Si,7.0,SI,0.0,,
Producto,90103MT,CABLE UTP INTERIOR ALEACION CAT 5E ANCLA X MT,,Productos,Activo,IVA 19%,,Si,Si,153.0,SI,0.0,,
Producto,90104,CABLE UTP INTERIOR ALEACION CAT 6 ANCLA,,Productos,Activo,IVA 19%,,Si,Si,8.0,SI,0.0,,
Producto,90104-MT,CABLE UTP INTERIOR ALEACION CAT 6 ANCLA X MTRS,,Productos,Activo,IVA 19%,,Si,Si,259.0,SI,0.0,,
Producto,90105,CABLE UTP INTERIOR COBRE CAT 5E ANCLA ROLLO,,Productos,Activo,IVA 19%,,Si,Si,4.0,SI,0.0,,
Producto,90105C,CABLE UTP INTERIOR COBRE CAT 5E ANCLA POR METRO,,Productos,Activo,IVA 19%,,Si,Si,293.0,SI,0.0,,
Producto,90106-M,CABLE UTP INTERIOR COBRE CAT 6 ANCLA X METROS,,Productos,Activo,IVA 19%,,Si,Si,39.0,SI,0.0,,
Producto,90106-R,CABLE UTP INTERIOR COBRE CAT 6 ANCLA X CARRETE,,Productos,Activo,IVA 19%,,NO,Si,0.0,SI,0.0,,
Producto,90108A,PATCH CORD CAT 6 1 MT AZUL ANCLA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,90108R,PATCH CORD CAT 6 1MT ROJO ANCLA,,Productos,Activo,IVA 19%,,Si,Si,195.0,SI,0.0,,
Producto,90109A,PATCH CORD CAT 6 1.5 MT AZUL ANCLA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,90109R,PATCH CORD CAT 6 1.5MT ROJO ANCLA,,Productos,Activo,IVA 19%,,Si,Si,195.0,SI,0.0,,
Producto,90110A,PATCH CORD CAT 6 2 MT AZUL ANCLA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,90110R,PATCH CORD CAT 6 2MT ROJO ANCLA,,Productos,Activo,IVA 19%,,Si,Si,129.0,SI,0.0,,
Producto,90111A,PATCH CORD CAT 6 3 MT AZUL ANCLA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,90111R,PATCH CORD CAT 6 3MT ROJO ANCLA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,90112A,PATCH CORD CAT 6A 1 MT AZUL ANCLA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,90112R,PATCH CORD CAT 6A 1MT ROJO ANCLA,,Productos,Activo,IVA 19%,,Si,Si,125.0,SI,0.0,,
Producto,90113A,PATCH CORD CAT 6A 1.5 MT AZUL ANCLA,,Productos,Activo,IVA 19%,,Si,Si,200.0,SI,0.0,,
Producto,90113R,PATCH CORD CAT 6A 1.5 MT ROJO ANCLA,,Productos,Activo,IVA 19%,,Si,Si,94.0,SI,0.0,,
Producto,90114,JACK CAT 6A BLINDADO ANCLA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,90115A,JACK CAT 6 AZUL ANCLA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,90115R,JACK CAT 6 ROJO ANCLA,,Productos,Activo,IVA 19%,,Si,Si,239.0,SI,0.0,,
Producto,90118,FACE PLATE SENCILLO ANCLA,,Productos,Activo,IVA 19%,,Si,Si,368.0,SI,0.0,,
Producto,90119,FACE PLATE DOBLE ANCLA,,Productos,Activo,IVA 19%,,Si,Si,234.0,SI,0.0,,
Producto,90124,ORGANIZADOR CABLE 1 UND ANCLA,,Productos,Activo,IVA 19%,,Si,Si,39.0,SI,0.0,,
Producto,90125,ORGANIZADOR CABLE 2 UND ANCLA,,Productos,Activo,IVA 19%,,Si,Si,40.0,SI,0.0,,
Producto,90126,GABINETE RACK 60X60X60 UND RACK 12 ANCLA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,90127,GABINETE RACK 60X60X90 UND RACK 18 ANCLA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,90128,GABINETE RACK 60X60X120 UND RACK 22 ANCLA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,90129,GABINETE RACK 60X60X150 UND RACK 27 ANCLA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,90130,GABINETE RACK 60X60X180 UND RACK 37 ANCLA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,90131,GABINETE RACK 60X60X210 UND RACK 42 ANCLA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,90132,GABINETE SERVIDOR 80X90X180 UND RACK 37 ANCLA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,90133,GABINETE SERVIDOR 90X70X210 UND RACK 42 ANCLA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,911401857385,PANEL LED INCRUSTAR 60X60 4000K PHILLIPS,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,911401857485,PANEL LED INCRUSTAR 60X60 6500K PHILLIPS,,Productos,Activo,IVA 19%,,Si,Si,1.0,SI,0.0,,
Producto,911401857985,PANEL LED 30X120 34W 840 PHILLIPS,,Productos,Activo,IVA 19%,,Si,Si,3.0,SI,0.0,,
Producto,911401874902,REFLECTOR SOLAR 16.6W 6500K BVC080 PHILLIPS,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,919053005015,REFLECTOR LED 50W 865 PHILLIPS,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,919053055554,REFLECTOR LED 100W BVP09 120-277 PHILLIPS,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,927925486501,TUBO 32W T8 F32T8/865 PHILLIPS,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,929000250511,BOMBILLO LED 10W E27 3000K PHILLIPS,,Productos,Activo,IVA 19%,,Si,Si,1.0,SI,0.0,,
Producto,929000278111,BOMBILLO LED 14W E 27 6500K PHILLIPS,,Productos,Activo,IVA 19%,,Si,Si,7.0,SI,0.0,,
Producto,929001266461,LEDspot GU10 6-50W D 830 35D 120V 1PF/6 PHILLIPS,,Productos,Activo,IVA 19%,,Si,Si,28.0,SI,0.0,,
Producto,929001353411,BOMBILLO LED 12W 3000K E27 PHILLIPS,,Productos,Activo,IVA 19%,,Si,Si,1.0,SI,0.0,,
Producto,929001939611,TUBO LED 16W T8 765 VIDRIO PHILLIPS,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,929001939811,TUBO LED 8W T8 765 VIDRIO PHILLIPS,,Productos,Activo,IVA 19%,,Si,Si,25.0,SI,0.0,,
Producto,929001987912,BOMBILLO LED 30W 865 M PHILLIPS,,Productos,Activo,IVA 19%,,Si,Si,17.0,SI,0.0,,
Producto,929001988312,BOMBILLO LED 50W 865 M PHILLIPS,,Productos,Activo,IVA 19%,,Si,Si,3.0,SI,0.0,,
Producto,929002228901,PANEL LED 12W INC 6500K PHILLIPS,,Productos,Activo,IVA 19%,,Si,Si,1.0,SI,0.0,,
Producto,929002229501,PANEL LED 18W RD INC 6500K PHILLIPS,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,929002312697,BOMBILLO LED 12W E27 6500K PHILLIPS,,Productos,Activo,IVA 19%,,Si,Si,1.0,SI,0.0,,
Producto,929002324597,BOMBILLO LED 8W 6500K E27 PHILLIPS,,Productos,Activo,IVA 19%,,Si,Si,321.0,SI,0.0,,
Producto,929002347401,PANEL LED 18W 8 865 RD SP PHILLIPS,,Productos,Activo,IVA 19%,,Si,Si,8.0,SI,0.0,,
Producto,929002350381,BOMBILLO LED 4W GU10 2700K PHILLIPS,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,929002386597,BOMBILLO LED 6W 6500K PHILLIPS,,Productos,Activo,IVA 19%,,Si,Si,316.0,SI,0.0,,
Producto,929002386997,BOMBILLO LED 10W E27 6500K PHILLIPS,,Productos,Activo,IVA 19%,,Si,Si,30.0,SI,0.0,,
Producto,929002410212,BOMBILLO LED 40W TFORCE E27 M PHILLIPS,,Productos,Activo,IVA 19%,,Si,Si,19.0,SI,0.0,,
Producto,929002846801,PANEL LED 12W 6 RD DL SP PHILLIPS,,Productos,Activo,IVA 19%,,Si,Si,10.0,SI,0.0,,
Producto,929003561411,TUBO LED 16W T8 740 VIDRIO PHILLIPS,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,929003561511,TUBO LED 16W T8 765 6500K VIDRIO PHILLIPS,,Productos,Activo,IVA 19%,,Si,Si,23.0,SI,0.0,,
Producto,967,TAPA ESPACIO LS-LG,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,A10DNG-EM,AMARRE PLASTICO 10CM NEGRO EM,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,A9N18367,BREAKER TRIPOLAR 100 AMP RIEL (K60) SCHENEIDER,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,AAC0000747,PERFIL SOBREPONER PXG-1414-M. SMART LED ,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,ABCVGT2024,ABRAZADERA CREMALLERA COVALCA 24 1-1/16 A 2 M. GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,ABCVGT3016, ABRAZADERA CREMALLERA COVALCA 16 13/16 A 1-1/2 M.GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,ADH40+90,"ADHESIVO SUPERTACK, PARA COMPONENTES DE PROTECCION CONTRA RAYOS, COLOR BLANCO GRAFITO, GENERICO",,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,AGECCAMAPI,CABO PARA ZAPAPICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,AGECZP3LBE,ZAPAPICA 4 LBRS COLIMA M. GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,AL506-12W-165*165*10,PANEL LED CUADRADO 12W INCRUSTAR 40-60W 6500K  100-240V 165*165*10mm IP20 20AWG KLIC,,Productos,Activo,IVA 19%,,Si,Si,180.0,SI,0.0,,
Producto,AL506-18W-220*220*10,PANEL LED CUADRADO 18W INCRUSTAR 40-60W 6500K 100-240V 220*220*10mm IP20 20AWG KLIC,,Productos,Activo,IVA 19%,,Si,Si,606.0,SI,0.0,,
Producto,AL506-24W-295*295*10,PANEL LED CUADRADO 24W INCRUSTAR 40-60W 6500K 100-240V 295*295*10mm IP20 20AWG KLIC,,Productos,Activo,IVA 19%,,Si,Si,804.0,SI,0.0,,
Producto,ALPKCP413G,ALICATE ELECT MULTIUSOS 8.5 22-8AWG CP-413 M.GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,ALPUB50W,LUMINARIA ALUMBRADO PUBLICO 50W 6500K FOTOCELDA M.GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,ALSTP84023,ALICATE ELECT STANLEY 8 84-023 M. GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,ALSTP84056,ALICATE ELECT STANLEY PROF 8 84-056 M.GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,ALUM8MMDES,ALAMBRON DE ALUMINIO 8MM DESNUDO,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,AMABLA50CM,AMARRE BLANCO 50 CM M. GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,AMAPLA30NG,AMARRE PLASTICO 30 CM NEGRO PQTE,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,AMHW20CMBC,AMARRE PLASTICA 20CM NEGRO M GENE,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,AMHW55CNEG,AMARRE PLASTICO 55CM NEGRO M.GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,APC10-1,EXTRACTOR DE 4 BLANCO KLIC,,Productos,Activo,IVA 19%,,Si,Si,2.0,SI,0.0,,
Producto,ARMTRI14765,ARMARIO 12 CTA DE 1.85-1.00*0.30 ACOM AEREA TRIFASICO,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,B-08A-10-GC,BANDEJA PCABLE ALT DE 0.08 M X 0.10 M X 2.40 M GC PERALTA PERFILERIA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,B-08A-20-GC,BANDEJA PCABLE ALT DE 0.08 M X 0.20 M X 2.40 M GC PERALTA PERFILERIA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,B-08A-40-GC,BANDEJA PCABLE ALT DE 0.08M X 0.40 M X 2.40 M GC PERALTA PEFILERIA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,B1A-OA2T,CONTADOR BIFASICO CUENTA INT RYMEL,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BA-140,"EXTRACTOR DE AIRE 6"" CON REJILLA EX-AIRE",,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BAR15CM,BARRA G 15 CM M.GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BAS01,BASE PARA FOTOCELDA M. KARLUZ,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BASALAM,BASE PARA AISLADOR SNAP OBBO M GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BC-08A-H90-10-GC,CURVA HZT A 90 ALT DE 0.08 M X 0.10 M GC PERALTA PERFILERIA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BC-08A-H90-20-GC,CURVA HZT A 90 ALT DE 0.08 M X 0.20 M GC PERALTA PERFILERIA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BC-08A-T-10-GC,TEE HZT ALT DE 0.08 M X 0.10 M GC M. PERFILERIA PERALTA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BGMP101201,DESTOR AISLADO PALA M. GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BLN,BOMBILLO AHORRADOR 24W LUZ NEGRA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BLODIS3*7,BLOQUE DISTRIBUCION 3*7 TOR.ONKA M. GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BLODIS4*7,BLOQUE DISTRIBUCION 4*7  TORNILLOS M. GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BLSL-01-100W-CF,LUMINARIA ALUMBRADO PUBLICO CON FOTOCELDA 100W 85-265V 7000K FELGOLUX,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BLSL-01-50W-CF,LUMINARIA ALUMBRADO PUBLICO CON FOTOCELDA 50W 85V-265V 7000K FELGOLUX,,Productos,Activo,IVA 19%,,Si,Si,1.0,SI,0.0,,
Producto,BR-1.50-1.1/2,BRAZO PARA LUMINARIA DE 1.50CM X 1 1/2 CON COLLARIN,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BRCBTUS126,BROCA 1/2 MURO M. GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BRDIP3/8*4,BROCA SDS DIAGER MURO ESPIRAL 3/8X4-1/2 M. GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BRDIP514X4,BROCA 1/4 PARA MURO M. GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BRIWR34/189,BROCA 3/4 MURO ROTO MARTILLO M. GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BRNCLAM332,BROCA METALICA 3/32 M GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BRNCLAM516,BROCA METALICA 5/16 M GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BRNCLAMI14,BROCA METALICA 1/4 M GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BRO3/8MURO, BROCA 3/8 MURO M. GENERICA M.GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BRO5/16MURO, BROCA 5/16 MURO M. GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BROCHSS1/2,BROCA HSS NICHILSON LAMINA 1/2 M. GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BROCHSS1/4,BROCA HSS NICHOLSON LAMINA 1/4M M.GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BROCHSS3/8,BROCA HSS NICHILSON LAMINA 3/8 M.GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BROHSS1/8,BROCA HSS INCOLMA LAMINA 1/8 M GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BROHSS3/16,BROCA HSS INCOLMA LAMINA 3/16 M.GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BROHSS3/8M,BROCA HSS NICHOLSON LAMINA 3/4M M.GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BROHSSLAM1/4,BROCA HSS INCOLMA LAMINA 1/4 M GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BRORAN1/4*4,BROCA SDS RANURADA IRWIN MURO 1/4 X4 MGENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BRORAN1/4*6,BROCA SDS RANURADA IRWIN MURO 1/4*6,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BRORAN3/8*12,BROCA SDS RANURADA IRWIN MURO 3/8*12,,Productos,Activo,IVA 19%,,Si,Si,,SI,0.0,,
Producto,BRORAN3/8*6,BROCA SDS RANURADA IRWIN MURO 3/8 X6,,Productos,Activo,IVA 19%,,Si,Si,1.0,SI,0.0,,
Producto,BRORAN5/16*6,BROCA SDS RANURADA IRWIN MURO 5/16 X6 M GENERICA,,Productos,Activo,IVA 19%,,Si,Si,1.0,SI,0.0,,
Producto,BROSDS1/2*6,BROCA SDS RANURADA IRWN MURO 1/2X6 M GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BROSDS1/4*4,BROCA SDS RANURADA IRWN MURO 1/4X4 M GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BROSDS3/16*4,BROCA SDS RANURADA IRWN MURO 3/16X4 M GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BROSDS3/8*6,BROCA SDS RANURADA IRWN MURO 3/8X6 M GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BROSDS5/16*4,BROCA SDS RANURADA IRWN MURO 5/16X4 M GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BRUYCE3HRP,JUEGO BROCA ESCALONADA TRUPER 3PZS 1/8 A 7/8 GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BT/LN,BASE Y TUBO LUZ NEGRA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BT2A-10-122-18-GC,TAPA A DOS AGUAS BANDEJSA 0.10 X 1.22 M CAL 18 GC,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BTMU-054-10-300-Z-L,BANDEJA TIPO MALLA EN U DE 0.54M X 0.10M X 3.00M Z LIV,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BTMU-054-20-300-Z-L,BANDEJA TIPO MALLA EN U DE 0.54M X 0.20M X 3.00M Z LIV,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BTMU-054-30-300-Z-L,BANDEJA TIPO MALLA EN U DE 0.54M X 0.30M X 3.00M Z LIV,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,BUSH10A,"BUSHING 4"" EMT AISLADO M. GENE",,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,C#6AISAL,CABLE #6 AISLADO ALUMINIO M GENE,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,C-002,CLAVIJA EN CAUCHO PATA PLANA TIPO INDUSTRIAL 15A CODELCA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,C-003,CLAVIJA CAUCHO CON TERMINAL DE POLO TIERRA 15A CODELCA,,Productos,Activo,IVA 19%,,Si,Si,1.0,SI,0.0,,
Producto,C-004,CLAVIJA DE PATA TRABADA 20A 250V CODELCA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,C-005,CLAVIJA TRIFILAR PARA 20A 250V CODELCA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,C-006,CLAVIJA TRIFILAR PARA 50A 250V FC BAKELITA CODELCA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,C-007,CLAVIJA TRIFILAR PARA 50A 250V FC CAUCHO CODELCA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,C-008,ENCHUFE CON TOMA TRIPLE EN CAUCHO T CODELCA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,C-010,TOMA AEREA EN CAUCHO TIPO INDUSTRIAL 15A CODELCA,,Productos,Activo,IVA 19%,,Si,Si,6.0,SI,0.0,,
Producto,C-011,TOMA AEREA CAUCHO TERMINAL POLO A TIERRA 15A CODELCA,,Productos,Activo,IVA 19%,,Si,Si,13.0,SI,0.0,,
Producto,C-013,TOMA DE INCRUSTAR BIFASICA 20A 250V  CODELCA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,C-014,TOMA DE INCRUSTAR TRIFILAR 20A 250V CODELCA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,C-015,TOMA DE INCRUSTAR TRIFILAR 50A 250V CODELCA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,C-016,PORTALAMPARA EN CAUCHO PARA INTERPERIE CODELCA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,C-017,PORTALAMPARA CAUCHO INTERPERIE TIPO EXPORTACION CODELCA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
